Id._Empresa,Razón_Social,CIF,Domicilio,Id_Municipio_INE,Municipio,Población,Provincia,País,Código_Postal,Teléfono,Teléfono,Fax,Web,Email,CNAE,Descripción_actividad,Área_principal,Actividad_1,Actividad_2,Actividad_3,Actividad_4,Actividad_5,Actividad_6,Facturación_2019,Inversión_2019,Inversión_2020,Nº_empleados,Capital
415455,"BLAPE RENTA, S.L.",B47299441,"Ctra. Burgos-Portugal, Km. 119-A ",1868,Valladolid,,Valladolid,España,47009,983338033,,983350274,www.blape.com,blape@blape.com,7732,Alquiler de maquinaria para la construcción.,Distribución,Distribución y alquiler de maquinaria,,,,,,6.6,,,48,0.008
415696,"CAMPON GIBELLO, S.L.",B10242188,"Ronda DE LLANOS, 2",0494,Casar de Cáceres,,Cáceres,España,10190,927290542,,927290542,www.campongibello.com,almacen@campongibello.com,4752,Distribución de materiales de construcción.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,1.57,,,8,0.042
415822,"FYCE 2002 DISTRIBUCIÓN, S.L. (GRUPO FYCE)",B50952126,"Severo Ochoa, 8 - P.I. Los Llanos de la Estación",2989,Zuera,,Zaragoza,España,50800,976681430,,976681431,www.grupofyce.es,info@grupofyce.com,4619,Central de compras de productos de fontanería y calefacción.,Distribución,Central de compras materiales,,,,,,138,,,6,0.076
416077,"SANTANDER CERAMICAS, S.A.",A39454509,"Avda. PARAYAS, 30",0759,Santander,,Cantabria,España,39011,942352510,,942352638,www.porcelanosa.com,info@porcelanosa.com,4673,"Distribución de azulejos, pavimentos, sanitarios y grifería.",Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,6.13,0.04,,37,0.388
416097,"MERICERAM, S.A.",A06189617,"Avda. Reina Sofía, 8",0830,Mérida,,Badajoz,España,06800,924330218,,924330315,www.porcelanosa.com,atencionalcliente@mericeram.porcelanosa.com,4673,"Distribución de pavimentos, sanitarios y grifería.",Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,2.59,0.03,,18,2.3
416098,"SANEAMIENTOS GOIZ LASARTE, S.A.",A20077186,"Zirkuitu Hibilbidea, 14 ",9029,Lasarte-Oria,,Gipuzkoa,España,20160,943362557,,943362045,www.goiz.es,administracion@goiz.es,4673,"Mayorista de calefacción, fontanería, saneamiento y pavimentos.",Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,7.92,0.11,,23,0.06
416102,"BARANDIARAN ZERAMIKAK, S.L.",B20533055,"Sempere, 7 ",0198,Beasain,,Gipuzkoa,España,20200,943887972,,943888657,www.barandiaran.eus,info@barandiaran.eus,,Reformas de baños y cocinas.,Distribución,Distribución multiproducto,,,,,,2.1,,,19,0.006
416120,"BELARTZA CERÁMICAS, S.L.",B20703682,"P.I. BELARTZA-FERNANDO MUGIKA, 15",0697,Donostia/San Sebastián,,Gipuzkoa,España,20018,943376966,,943376841,www.jorgefernandez.es,correo@jfgrupo.es,4673,"Mayorista de azulejos, sanitarios, grifería y muebles de baño.",Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,6.9,,,20,0.06
416172,"INGENIERIA DE CIMBRAS Y ENCOFRADOS IBÉRICA, S.A. (INCYE)",A80152804,"Joaquín Turina, 2 Planta 0, puerta 5",1150,Pozuelo de Alarcón,,Madrid,España,28224,915556104,,915554745,www.incye.com,info@incye.com,4673,"Fabricante, venta, alquiler y montaje de estabilizadores de fachada, cimbras, encofrados y apuntalamientos.",Distribución,Fabricación de herramientas,,,,,,4.47,,,41,0.079
416188,"SUMINISTROS LA RONDA, S.L.",B27317528,"Ronda Muralla, 158-160",0288,Lugo,,Lugo,España,27004,982223459,,982209008,www.suministroslaronda.com,comercial@suministroslaronda.com,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,7.95,0.01,,44,0.888
416189,"SANEAMIENTOS PARRA TUDELA, S.L.",B73552853,"Avda. CIUDAD DE ALEMANIA, 187",0308,Murcia,,Murcia,España,30010,968352525,,968352526,www.saneamientosparra.es,info@saneamientosparra.es,,Distribución materiales construcción,Distribución,Distribución multiproducto,,,,,,2.5,,,10,0.059
416230,"CADIELSA VALLADOLID, S.L.",B47092283,"Plomo, 1 - P.I. San Cristobal",1868,Valladolid,,Valladolid,España,47012,983217744,,983217748,www.cadielsa.com,compras@cadielsa.com,4619,"Distribución de material eléctrico, calefacción, clima y energías renovables.",Distribución,Distribución material eléctrico,,,,,,28.9,0.05,,55,0.06
416235,"CADIELSA ZAMORA, S.L.",B49134703,"P.I. LA HINIESTA-C/ALTO ALBILLERA,3",2755,Zamora,,Zamora,España,49025,980557088,,980557087,www.cadielsa.com,compras@cadielsa.com,4652,Distribución de material eléctrico y sistemas de seguridad.,Distribución,Distribución material eléctrico,,,,,,1.9,,,6,0.06
416239,"CADIELSA PALENCIA, S.L.",B34148296,De los Tejedores - Parcela 208 - P.I. San Antolín,1202,Palencia,,Palencia,España,34004,979165083,,979165084,www.cadielsa.com,compras@cadielsa.com,4652,Distribución de material eléctrico y sistemas de seguridad.,Distribución,Distribución material eléctrico,,,,,,1.85,,,5,0.134
416242,"LEONCER, S.A.",A24286312,"Ctra. LEON - ASTORGA, KM. 3,5",1422,San Andrés del Rabanedo,,León,España,24010,987801570,,987801475,,,4673,"Distribución de azulejos, pavimentos, sanitarios y grifería.",Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,,,,,
416244,"COMERCIAL ARAGONESA GAMA, S.L.",B50060136,"PLATAFORMA LOG. PLA-ZA-C/BURSAO, 5",2973,Zaragoza,,Zaragoza,España,50010,976321608,,976304700,www.gamacomercial.com,,4669,Mayorista de material eléctrico e iluminación.,Distribución,Distribución material eléctrico,,,,,,3.82,,,15,0.261
416252,"GRUPO SINDEL, S.A.",A46900973,"Traginers, 12 - P.I. Vara de Quart,",2508,València,,Valencia/València,España,46014,963134647,,963134646,www.sindel.es,sindel@sindel.es,4652,Distribuidora de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,36.96,2.44,,120,0.549
416256,"MATERIALES Y PROTECCIÓN ELÉCTRICA, S.A. (MAYPE)",A25007493,"Pau Agustí, 303 B - P.I. El Segre",1207,Lleida,,Lleida,España,25191,973274000,,973211084,www.maype.com,,4662,Distribución de material eléctrico y electrodomésticos.,Distribución,Distribución material eléctrico,,,,,,5.69,,,28,0.09
416267,"SETALDE SUMINISTROS INTEGRALES, S.A.",A20077160,"P.I. Ibaiondo, 2",9029,Lasarte-Oria,,Gipuzkoa,España,20106,943366244,,943371142,www.setaldegroup.com,setalde@setalde.com,4669,"Distribuidor de material eléctrico, fontanería y climatización. ",Distribución,Distribución material eléctrico,Distribución minorista electro,,,,,18.41,0.42,,84,0.12
416279,"SOELCA LABORAL, S.A.",A09046350,"P.I. VILLAYUDA-C/LA DEMANDA,NAV.B-11",0597,Burgos,,Burgos,España,09007,947484888,,947480081,www.soelca.com,soelca@soelca.com,4652,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,4.16,0.01,,12,1.515
416282,"SOKOEL, S.A.",A48731400,P.I. Ugaldeguren I - Parcela 4-VI,9050,Zamudio,,Bizkaia,España,48170,944354690,,944354691,www.sokoel.com,info@sokoel.com,4643,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,5.41,,,18,1.413
416286,"SUMINISTROS ELECTRICOS ALCARREÑOS, S.A.",A19017920,"P.I. EL BALCONCILLO-C/LEPANTO, 5",1305,Guadalajara,,Guadalajara,España,19004,949201755,,949201559,www.sealsa.com,info@sealsa.com,4674,Venta al mayor de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,1.29,,,7,0.061
416292,"SYG, S.A.",A43011139,"Coure, 15 - P.I. Riu Clar",1482,Tarragona,,Tarragona,España,43006,977546733,,977541018,www.sygsa.com,syg@sygsa.com,4674,Distribución de material eléctrico e instrumentación.,Distribución,Distribución material eléctrico,,,,,,22.11,0.04,,81,1
416510,"CADICER, S.A.",A11256104,"Ctra. MADRID-CADIZ, S/N",0276,Puerto de Santa María (El),,Cádiz,España,11500,956540084,,956540318,,,4673,Distribución de azulejos y sanitarios.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,6.43,,,38,1
416522,"PORCERAL, S.A.",A14216170,"Ctra. N-IV, KM. 404",0214,Córdoba,,Córdoba,España,14013,957760024,,957760123,,,4673,Distribución de azulejos y sanitarios.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,,,,,
416529,"ONUCER, S.A.",A21110119,"P.I. LA PAZ, 1-5.",0412,Huelva,,Huelva,España,21007,959234611,,959237951,,onucer@onucer.porcelanosa.com,4673,Distribución de azulejos y sanitarios.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,2.77,,,11,1.721
416548,"PALMACER, S.A.",A07529233,"P.I. SON CASTELLO-GRAN VIA ASIMA, 21",0407,Palma,,"Balears, Illes",España,07009,971430667,,971297094,www.porcelanosamallorca.com,msanchez@palma.porcelanosa.com,4673,"Distribución de azulejos, pavimentos y mobiliario de baño y cocina.",Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,5.89,,,34,1.32
416633,"J. LÓPEZ SANTOS, S.L.",B19157353,"Avda. Virgen del Socorro, S/N",2458,Sacedón,,Guadalajara,España,19120,949351017,,949351057,,lopezsantos1@msn.com,4673,Venta al menor de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.83,,,9,0.009
416649,JUAMBA MATERIALES DE CONSTRUCCIÓN Y FERRALLAS S.L.,B09352378,"Palacio, 31 ",3305,Salas de los Infantes,,Burgos,España,09600,947380923,,947380336,www.juamba.es,juambaferrallas@gmail.com,4673,Distribuidora de materiales de construcción. ,Distribución,Distribución hierros,,,,,,1.65,,,11,0.24
416653,"CRISTALERIA F. SOLA, S.L. (F. SOLA GLASS SOLUTIONS)",B04199998,"Venezuela, 2  - P.I. Las Cruces",0448,Fines,,Almería,España,04869,950444148,,950444404,www.fsola.es,info@fsola.es,4673,"Producción de vidrio templado, laminado, curvado, aislante y decorado.",Distribución,Distribución vidrio,Vidrio,,,,,5.4,,,49,0.802
416662,"MEDINA TORRES, S.L.",B41264888,"Seguirillas, 5 - P.I. El Tejar",0652,Morón de la Frontera,,Sevilla,España,41530,954851132,,954851132,,administracion@medinatorressl.es,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.1,,,,
416676,"BRICOSALNES, S.L.",B36311793,"Avda. Rabuñade, 16",0464,Ribadumia,,Pontevedra,España,36636,986710888,,986710894,,info@bricosalnes.es,4673,Venta de herramientas y suministros industriales.,Distribución,Distribución ferretería / industriales,,,,,,0.85,,,5,0.21
416693,"MATERIALES MORENO, S.C.V.",F46665261,"Ctra. Corbera, 61",2359,Sueca,,Valencia/València,España,46410,961710590,,961710678,,info@materialsmoreno.com,4673,Venta de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.6,,,,
416721,"GRANITOS BELMAR, S.L.",B81328346,"TIMANFAYA, POL. LA SOLANILLA, 1",0730,Humanes de Madrid,,Madrid,España,28970,916975943,,,,,4673,Distribución de piedra natural.,Distribución,Otros distribuidores especializados,,,,,,,,,,
416746,"S. E. VALERO, S.L.",B31555600,"P.I. Abaco, Nave 3",2270,Tafalla,,Navarra,España,31300,948704636,,948704637,,,4754,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,1.39,,,8,0.003
416752,"JUAN PEDRO MIÑARRO, S.L.",B30555007,"Cañada de Morales, 7 ",0243,Lorca,,Murcia,España,30800,968469921,,968407076,www.almacenjp.com,info@almacenjp.com,4673,Distribuidores de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.12,,,7,0.064
416772,"MAGATZEM BOSOM, S.L.",B25401837,"Ctra. N-260, KM. 198",0518,Bellver de Cerdanya,,Lleida,España,25720,973510127,,973510619,www.bosom.es,info@bosom.es,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,5.94,,,20,0.621
416790,"ELECTROMATIC PALACIOS, S.A.",A26108704,"P.I. CANTABRIA 2,C/ LAS BALSAS",0892,Logroño,,"Rioja, La",España,26005,941265160,,941220627,www.electromaticpalacios.com,info@electromaticpalacios.com,4652,Distribución de material eléctrico,Distribución,Distribución material eléctrico,,,,,,2.3,,,6,0.06
416795,"ROCASA MATERIALES DE CONSTRUCCIÓN, S.L.",B33503509,"Avda. de El Campón, 78",0169,Castrillón,,Asturias,España,33400,985502049,,985502049,www.rocasa.as,rocasa@rocasa.as,4673,"Distribución de gres, azulejos, mamparas, grifería y muebles de baño.",Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,6.32,0.2,,15,0.087
416805,"PROMOCIONES Y OBRAS GURRIA, S.L.",B26249854,"Ctra. de Logroño, km 69,800",0110,Alfaro,,"Rioja, La",España,26540,941180730,,941180730,www.ceramicasgurria.es,ceramicasgurria@gmail.com,,Venta de productos cerámicos.,Distribución,Distribución multiproducto,,,,,,0.02,,,1,0.039
416809,"SUMINISTROS DE PINTURAS JUAN CARLOS JIMÉNEZ, S.L.",B96579115,"Constitución, 37 BJ",2444,Torrent,,Valencia/València,España,46900,961555476,,,www.pinturasjcjimenez.com,web@pinturasjcjimenez.com,4752,Venta de pintura en establecimientos especializados.,Distribución,Distribución pinturas y productos químicos,,,,,,1.56,,,9,0.004
416826,"IMTERSA, S.L.",B58162140,"CAN NOGUERA, 15 NAVE 8 P BARCELONES",0018,Abrera,,Barcelona,España,08630,937707080,,937703496,,,4673,Distribución de material de fontanería y calefacción,Distribución,Distribución fontanería y climatización,,,,,,1.58,,,5,0.006
416841,"ONULEC, S.L.",B21245469,"Avda. UNION EUROPEA, S/N",0412,Huelva,,Huelva,España,21002,959240094,,959244143,www.onulec.com,onulec@onulec.com,4619,Distribución de material eléctrico,Distribución,Distribución material eléctrico,,,,,,2.21,0.15,,8,0.065
416847,"GYEMO, S.L.",B15442874,"P.I. OS CAPELOS. C/ INNOVACION, 53",0217,Carral,,"Coruña, A",España,15175,981611617,,981611585,www.gyemo.es,,4652,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,4.27,,,19,0.26
416851,"ALMACENES ALONSO E HIJOS, S.L.",B36301257,"BALDRANES, 20",0558,Tui,,Pontevedra,España,36460,986629158,,986639240,almacenesalonso.com,info@almacenesalonso.com,,Distribución de materiales de construcción en general.,Distribución,Distribución multiproducto,,,,,,1.01,,,4,0.203
416862,"M. PRADO ABALDE, S.L.",B36800852,"Portoloureiro, 6 ",0577,Vigo,Castrelos,Pontevedra,España,36213,986471420,,986417579,www.mpradoabalde.com,m.prado_abalde@asemaco.es,,Venta de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.4,,,4,
416875,"RAMÓN CABADO, S.L.",B15491269,"Avda. Toques y Friol, 33",0465,Melide,,"Coruña, A",España,15800,981505137,,981507799,www.ramoncabado.com,info@ramoncabado.com,,Venta de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,2.6,,,,0.027
416882,"PEREZ LUPION, S.L.",B29846862,"Ctra. Cerros del Águila, s/n ",0705,Mijas,,Málaga,España,29650,952467312,,952467612,,,4673,Distribución de materiales de construcción,Distribución,Distribución multiproducto,,,,,,0.71,,,7,0.03
416891,"MELQUIADES & SANTOS GARCIA E HIJOS, S.L.",B40150716,"PICAMIJO,5",1459,Navas de Oro,,Segovia,España,40470,921591563,,921591563,,msantosgehijos@yahoo.es,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.61,0.01,,6,0.09
416902,"SERVICIOS Y SUMINISTROS SANTA LUCÍA, S.L.",B41250556,"P.I. SANTA LUCIA- C/C, NAVE 5",0690,Palacios y Villafranca (Los),,Sevilla,España,41720,955814581,,955814581,,santaluciaobras@gmail.com,4673,Distribuidora multiproducto de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.15,,,7,0.294
416920,"RAFAEL ALBERT, S.L.",B96221478,"P.I. PICASSENT, C/. 6. PARC. F-2",1944,Picassent,,Valencia/València,España,46220,961242064,,961242063,www.rafaelalbert.com,rafaelalbert@rafaelalbert.com,4673,Distribución de materiales de construcción,Distribución,Distribución multiproducto,,,,,,1.2,,,6,0.03
416925,"SALI SUMINISTROS, S.L.",B82221813,"Guadarrama, 11 - P.I. del Cerro",1945,Segovia,,Segovia,España,40006,921425015,,921440377,www.segopi.es,sali@segopi.es,4690,Distribución de materiales de construcción.,Distribución,Distribución ferretería / industriales,,,,,,22.26,0.01,,4,0.4
416926,"ALMACENES POVEDA, S.L.",B82211806,"TOLEDANA, 3",0663,Griñón,,Madrid,España,28971,918140346,,918140346,www.almacenespoveda.com,info@almacenespoveda.com,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,2.7,,,18,0.321
416927,"CECILIO ALONSO, S.L.",B82209107,"ORFILA, 5",0796,Madrid,,Madrid,España,28002,949220065,,949219329,www.cecilioalonso.com,info@cecilioalonso.com,4673,"Distribución de material de fontanería, climatización y saneamientos.",Distribución,Distribución fontanería y climatización,,,,,,3.25,,,11,0.502
416929,"MATERIALES DE CONSTRUCCIÓN COLMENAREJO, S.L.",B82141805,"PERDIZ, 18",0442,Colmenarejo,,Madrid,España,28270,918425656,,918425128,,,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,,,,,
416930,"HERREROCONS MATERIALES, S.L.",B85749323,"BRUNO GARCIA, 35",0796,Madrid,,Madrid,España,28025,914621562,,914621229,www.herrerocons.es,herrerocons@herrerocons.es,4673,Venta mayorista de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,4.93,,,19,0.003
416939,"CORTES LEVANTE, S.L.",B81056814,"Ctra. LA POVEDA-CAMPO REAL, 3,100",0148,Arganda del Rey,,Madrid,España,28500,918714389,,918704318,www.corteslevante.com,info@corteslevante.com,4672,Distribución de hierros.,Distribución,Distribución hierros,,,,,,0.78,,,5,0.003
416942,"CORRALO, S.L.",B80193246,"Barco, s/n ",0061,Albalate de Zorita,,Guadalajara,España,19117,949376659,,,www.corralo.es,info@corralo.es,4673,Distribución de materiales de cosntrucción.,Distribución,Distribución multiproducto,,,,,,1.34,,,9,0.039
416950,"MATERIALS PER LA CONSTRUCCIÓ MIQUEL BOSCH, S.L.",B61956389,"ESQUEIS, 23 - P.I. CAN BARRI",0235,Bigues i Riells,,Barcelona,España,08415,938656090,,938658156,,comercial@miquelbosch.com,4673,Distribución de materiales de construcción,Distribución,Distribución multiproducto,,,,,,2.3,,,5,0.018
416959,"SUMINISTROS HORTONS, S.L.",B61328654,"del Cep, 2",0193,Barcelona,,Barcelona,España,08027,933498578,,,www.hortons.es,hortons@hortons.es,4673,Comercial mayorista de material eléctrico.,Distribución,Distribución material eléctrico,Distribución minorista electro,,,,,2.35,,,6,0.006
416961,"MATERIALS DE CONSTRUCCIÓ POLINYÁ, S.L.",B61235107,"Ctra. Sentmenat, Nave 98-A",1672,Polinyà,,Barcelona,España,08213,937130014,,937133831,,maco.pol@hotmail.com,4673,Distribución de materiales para la construcción.,Distribución,Distribución multiproducto,,,,,,0.2,,,,
416982,"MATERIALS CONFORT, S.L.",B58507484,"POL. CONGOST - PARCELA 3, NAVE 12 B",0885,Garriga (La),,Barcelona,España,08530,938715559,,938718957,,info@confortsl.com,4673,Comercio al por mayor de madera,Distribución,Distribución multiproducto,,,,,,0.6,,,,
416992,"SUMINISTROS Y CONSTRUCCIONES SUSAVI, S.L.",B53022786,"Ctra. ORIHUELA-REDOVAN ESCORRATEL S/N, KM 2'2",0993,Orihuela,,Alicante/Alacant,España,03300,966742594,,965305145,,info@susavi.com,4673,Comercio al por mayor de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.85,0.12,,12,0.06
417002,"ALMACENES DE CONSTRUCCIÓN SORIA, S.L.",B46577094,"SANTA CECILIA, 2, APDO. 135",1691,Mislata,,Valencia/València,España,46920,963792012,,963793294,,soria@sislei.net,4673,Distribución de materiales de construcción,Distribución,Distribución multiproducto,,,,,,1.29,,,9,0.052
417006,"ARJOMI FERNÁNDEZ, S.L.",B45411790,"P.I. STA MARIA. RIO MARCHES, PC-42.",1685,Toledo,,Toledo,España,45007,925232373,,925232373,www.arjomi.com,arjomi@arjomi.com,4673,Distribución de azulejos y sanitarios.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,1.1,,,,0.024
417009,"SUMINISTROS GONZALEZ LOPEZ, S.L.",B45234952,"Artesa, 6",0319,Camarena,,Toledo,España,45180,918174226,,918174329,,gonzalezlopez@bigmat.es,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.3,,,10,0.12
417013,"PAVIMENTOS Y REVESTIMIENTOS HERMANOS PAMPLONA, S.L.",B44012490,"Ctra. SAGUNTO - BURGOS, KM. 190",0504,Calamocha,,Teruel,España,44200,978730247,,978790247,,hpamplona@bigmat.es,4673,Venta de azulejos y pavimentos.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,1.92,,,10,0.02
417014,"SANEJAMENTS VIVES, S.L.",B43494251,"Avda. MARIA CRISTINA, 50",1482,Tarragona,,Tarragona,España,43002,977206624,,977233427,,sjvives@sjvives.cat,4673,"Distribución de saneamientos, calefacción y fontanería.",Distribución,Distribución fontanería y climatización,,,,,,1.56,,,,
417019,"SUMINISTROS DE CONSTRUCCIÓN LOMBARDO, S.L.",B41859141,"TORREBLANCA-MAIRENA ALCOR, KM. 0,5",0042,Alcalá de Guadaíra,,Sevilla,España,41500,955630068,,955630466,,suministroslombardo@gmail.com,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.38,,,5,0.197
417020,"AZULEJOS Y PAVIMENTOS APACAR, S.L.",B41822578,"CR DE ESTEPA, 7",0508,Herrera,,Sevilla,España,41567,954013401,,954013534,,gapacar@grupoapacar.com,4673,Venta de materiales de construcción.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,2.34,0.02,,16,0.117
417022,"DISTRELEC, S.L.",B41656950,"Laguna de Maestre, 24",0384,Dos Hermanas,,Sevilla,España,41700,955662456,,955728312,www.dielconsur.com,,,Distribución de material eléctrico e iluminación.,Distribución,Distribución material eléctrico,,,,,,,,,,
417027,"CASTROGRES, S.L.",B39364138,"P.I. LA TEJERA, PAB. 1",0204,Castro-Urdiales,,Cantabria,España,39700,942871045,,942872392,www.castrogres.com,info@castrogres.com,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,5.91,,,31,0.004
417028,"VIUDA DE ANASTASIO NORIEGA, S.L.",B39344916,"Ctra. General, 42-44",0955,Val de San Vicente,,Cantabria,España,39560,942372066,,942372066,www.viudaanastasio.com,viudaanastasio@hotmail.com,4673,Venta de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.75,,,,
417036,"MATERIALES Y ACCESORIOS LOURO, S.L.",B36424950,"PONTENOVA, 20",0558,Tui,,Pontevedra,España,36720,986603696,,986600317,www.ferreterialouro.es,matyaccelouro@gmail.com,4673,Distribución materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.2,,,2,0.06
417042,"GERCO ASTUR, S.L.",B33810029,"Avda. Campones, 34 - Nave 4",0241,Gijón,Tremañes,Asturias,España,33211,985315200,,985322446,www.gercoastur.es,general@gercoastur.es,4673,"Distribución de material de fontanería, calefacción y energias renovables.",Distribución,Distribución fontanería y climatización,,,,,,10,,,20,0.005
417051,"MATERIALES DE CONSTRUCCIÓN GAMBÍN, S.L.",B30624571,"Avda. Lo Tacón, s/n km. 8,6 ",0413,Unión (La),,Murcia,España,30360,968540909,,968541685,materialesconstrucciongambin.com,gambin@grupobdb.com,4673,"Distribución de saneamientos, azulejos, pavimentos, griferías.",Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,1.68,,,13,0.009
417070,"MARTINEZ SARALEGUI, S.L.",B26249102,"P.I. VIACAMPO, INDUSTRIAL PARC. 1-2",0368,Calahorra,,"Rioja, La",España,26500,941130341,,941147279,,,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,,,,,
417071,"MATERIALS DE CONSTRUCCIÓ CAMA CORTADELLES, S.L.",B25415688,"Avda. Polígono Industrial, 8",0729,Cervera,,Lleida,España,25200,973530806,,,,jordicama@bigmat.es,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,3.14,,,9,0.245
417075,"JOSE MARIA CAMACHO DIAZ, S.L.",B23062938,"P.I. Los Pozuelos, Parcela 55-56",0032,Alcaudete,,Jaén,España,23660,953560300,,953560300,,camacho@bigmat.es,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.95,,,5,0.018
417079,"DÍEZ PATRICIO PUNTA UMBRÍA, S.L.",B21239025,"Avda. de la Marina, 8",0600,Punta Umbría,,Huelva,España,21100,959314440,,959659052,,diezpatricio@ceramhome.es,4399,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.45,,,4,0.003
417082,"MOSAICOS SAN ANTONIO, S.L.",B21106729,"Ctra. TRIGUEROS, KM. 1",0353,Gibraleón,,Huelva,España,21500,959300100,,959302604,,mosaicossanantonio@hotmail.com,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.16,,,30,0.06
417083,"D.M.C. CERAMICAS, S.L.",B20617056,"Pso. UBARBURU, 2",0697,Donostia/San Sebastián,,Gipuzkoa,España,20014,943461117,,943471215,www.ceramicas.es,dmc@dmc-ceramicas.com,4673,Distribución de materiales de construcción,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,1.6,,,11,0.01
417089,"COMERCIAL ELÉCTRICA GUERRERO, S.L.L.",B18455618,"Ctra. Antigua de Málaga, 189",0877,Granada,,Granada,España,18015,958279558,,958278352,www.comeleg.es,info@comeleg.es,4652,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,2.41,,,9,0.006
417091,"AGUSTIN RODRÍGUEZ FERNÁNDEZ, S.L.",B18293803,"Real Málaga, 109",9056,Gabias (Las),,Granada,España,18110,958580073,,,https://www.materialesconstruccionagustinrf.es,materialesconstruccionagustinrf@hotmail.com,4673,Venta de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.53,,,2,0.012
417092,"ARC ARBUCIES CERAMIQUES, S.L.",B17565920,"Avda. Costa Brava, s/n",1931,Sils,,Girona,España,17410,972162364,,972860254,,arc@emccat.cat,4673,Distribución de azulejos y pavimentos.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,1.61,0.01,,11,0.003
417096,"OLIVARES MATERIALES DE CONSTRUCCIÓN, S.L.",B16107385,"Don Quijote, 4",1718,Provencio (El),,Cuenca,España,16670,967165549,,967166160,www.olivaresmc.com,info@olivaresmc.com,4673,Venta de todo tipo de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.5,,,8,0.15
417100,"BARTOLOME FABIOS E HIJOS, S.L.",B14514194,"Ctra. Alcaracejos, s/n",0543,Pozoblanco,,Córdoba,España,14400,957770128,,957131645,,comercial@bfabiosehijos.es,4673,Distribución y venta de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.73,,,7,0.156
417102,"GRUPO GESCO, S.L.",B30368450,"Plaza Raimundo González Frutos, 3 - 1B",0308,Murcia,,Murcia,España,30001,968225772,,968222425,www.grupogesco.es,grupogesco@grupogesco.com,4619,"Central de compras de fontanería, calefacción y saneamiento.",Distribución,Central de compras materiales,,,,,,117,,,5,0.003
417110,"AGUILAR ADELL, S.L.",B12334496,"Ctra. ALCORISA, KM 2.",0803,Morella,,Castellón/Castelló,España,12300,964160338,,,www.materialesdeconstruccionmorella.com,aguilaradellsl@gmail.com,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.66,,,4,0.04
